client_id,client_name,first_name,last_name,email,preferred_server,session_duration,message_count,initial_message,response_pattern,rating_tendency,arrival_offset,priority,client_type,expected_wait_tolerance,chat_complexity,technical_level,satisfaction_threshold,retry_attempts,preferred_response_time,session_goal
500,Finley_Johnson_0500,Finley,Johnson,finley.johnson500@demo.io,Any,1593,44,I have a question about your service,random,random,738,high,new,503,complex,advanced,5,3,20,technical
501,Jack_Johnson_0501,Jack,Johnson,jack.johnson501@company.com,Server_A,502,6,I need help with integration,quick,random,37358,high,premium,573,medium,advanced,5,2,53,support
502,Kendall_Martin_0502,Kendall,Martin,kendall.martin502@demo.io,Any,76,21,My account is not working properly,quick,random,64448,high,premium,430,complex,beginner,4,2,41,information
503,Noah_Wright_0503,Noah,Wright,noah.wright503@client.biz,Any,1681,9,I want to cancel my subscription,quick,random,82666,medium,premium,491,complex,intermediate,2,3,11,complaint
504,Oakley_Scott_0504,Oakley,Scott,oakley.scott504@company.com,Server_C,1758,5,I need training on how to use this,slow,neutral,25734,low,premium,560,medium,intermediate,4,3,44,support
505,Noah_Wright_0505,Noah,Wright,noah.wright505@gmail.com,Server_B,1777,21,I need help with integration,random,negative,25885,high,returning,585,medium,advanced,5,2,8,information
506,Noah_Martinez_0506,Noah,Martinez,noah.martinez506@hotmail.com,Server_C,1496,31,The system is running slowly,random,positive,13889,medium,premium,129,complex,advanced,4,3,29,information
507,Peter_Mitchell_0507,Peter,Mitchell,peter.mitchell507@yahoo.com,Server_B,381,11,I have a question about your service,medium,negative,48165,medium,returning,56,simple,advanced,5,2,8,technical
508,Frank_Perez_0508,Frank,Perez,frank.perez508@hotmail.com,Server_B,571,48,I have a question about your service,medium,neutral,33166,low,new,569,complex,beginner,3,3,17,purchase
509,Victor_Ramirez_0509,Victor,Ramirez,victor.ramirez509@demo.io,Server_C,746,20,I need assistance with billing,medium,negative,42426,high,new,400,medium,intermediate,5,3,37,purchase
510,Oakley_Hernandez_0510,Oakley,Hernandez,oakley.hernandez510@gmail.com,Any,1091,8,There's a bug in the application,quick,neutral,4421,low,premium,248,medium,advanced,4,3,26,complaint
511,Sam_Harris_0511,Sam,Harris,sam.harris511@example.org,Server_A,1257,31,My account is not working properly,slow,positive,77089,low,returning,383,medium,beginner,2,2,18,purchase
512,Quinn_Mitchell_0512,Quinn,Mitchell,quinn.mitchell512@hotmail.com,Server_B,587,30,I have a question about your service,quick,negative,85146,high,premium,266,simple,intermediate,4,3,54,technical
513,Unique_Anderson_0513,Unique,Anderson,unique.anderson513@yahoo.com,Server_A,1767,8,Can you check my account status?,slow,positive,85222,high,new,233,complex,intermediate,4,1,10,support
514,Casey_Ramirez_0514,Casey,Ramirez,casey.ramirez514@example.org,Server_C,1354,32,I need assistance with billing,random,positive,21282,low,new,47,medium,intermediate,2,3,50,technical
515,Lane_Mitchell_0515,Lane,Mitchell,lane.mitchell515@yahoo.com,Server_C,462,42,I need help with integration,medium,random,69747,high,new,375,simple,beginner,3,2,7,complaint
516,Tina_Lewis_0516,Tina,Lewis,tina.lewis516@company.com,Any,1590,44,I'm having trouble accessing my data,quick,positive,73402,low,premium,230,simple,intermediate,4,1,47,complaint
517,Sage_Clark_0517,Sage,Clark,sage.clark517@gmail.com,Server_C,1127,6,Can you help me reset my password?,quick,random,13281,medium,new,69,medium,advanced,5,2,17,information
518,Indigo_Wright_0518,Indigo,Wright,indigo.wright518@sample.co,Server_A,1061,27,There's a bug in the application,slow,positive,85395,low,premium,370,complex,intermediate,3,1,59,support
519,Eve_Ramirez_0519,Eve,Ramirez,eve.ramirez519@test.net,Server_B,1773,42,There's an error in my order,medium,negative,10188,medium,returning,199,medium,intermediate,3,1,27,information
520,Kendall_Young_0520,Kendall,Young,kendall.young520@demo.io,Server_B,728,38,Can you check my account status?,quick,random,81498,medium,new,339,simple,intermediate,4,2,54,information
521,Ellis_Miller_0521,Ellis,Miller,ellis.miller521@company.com,Server_C,576,48,I have a question about your service,medium,neutral,18047,medium,new,63,complex,advanced,5,3,50,complaint
522,Jack_Rodriguez_0522,Jack,Rodriguez,jack.rodriguez522@test.net,Server_B,1714,32,I want to cancel my subscription,medium,random,25015,low,new,429,medium,advanced,3,3,44,complaint
523,Alice_Rivera_0523,Alice,Rivera,alice.rivera523@gmail.com,Server_C,1432,48,I need help with configuration,slow,neutral,74452,high,returning,410,medium,advanced,3,1,43,purchase
524,Jack_Thomas_0524,Jack,Thomas,jack.thomas524@client.biz,Server_C,648,34,Can you help me with a technical issue?,quick,neutral,34026,medium,returning,529,simple,beginner,4,1,41,technical
525,Casey_Rodriguez_0525,Casey,Rodriguez,casey.rodriguez525@company.com,Server_A,1430,49,I'm experiencing problems with login,medium,neutral,22941,medium,new,78,complex,intermediate,2,2,8,support
526,Lane_Wright_0526,Lane,Wright,lane.wright526@hotmail.com,Server_B,294,20,I'm experiencing problems with login,slow,random,19184,low,returning,586,complex,intermediate,3,1,21,purchase
527,Bob_Sanchez_0527,Bob,Sanchez,bob.sanchez527@test.net,Any,754,16,I need training on how to use this,medium,negative,45807,low,returning,530,complex,intermediate,2,3,45,complaint
528,Jack_Hall_0528,Jack,Hall,jack.hall528@demo.io,Server_A,1181,22,Can you help me with a technical issue?,medium,random,45777,low,premium,535,complex,advanced,5,2,53,information
529,Alice_Davis_0529,Alice,Davis,alice.davis529@example.org,Server_A,1556,5,I need training on how to use this,quick,neutral,26033,medium,premium,427,medium,advanced,2,2,18,information
530,Sage_Scott_0530,Sage,Scott,sage.scott530@sample.co,Server_C,1363,13,I need assistance with billing,random,neutral,55698,low,new,305,simple,intermediate,2,1,22,technical
531,Finley_Flores_0531,Finley,Flores,finley.flores531@test.net,Server_A,469,22,Can you provide more information?,random,neutral,22159,low,new,539,medium,advanced,5,1,14,purchase
532,Sage_Moore_0532,Sage,Moore,sage.moore532@company.com,Server_C,1794,11,I want to cancel my subscription,slow,neutral,1467,low,new,342,medium,advanced,4,2,24,support
533,Blake_Jones_0533,Blake,Jones,blake.jones533@yahoo.com,Server_A,1445,15,There's a bug in the application,slow,random,21675,high,new,549,complex,intermediate,4,3,49,information
534,Gray_Perez_0534,Gray,Perez,gray.perez534@gmail.com,Server_B,604,16,There's an error in my order,quick,neutral,63449,low,returning,528,medium,advanced,5,3,5,purchase
535,Phoenix_White_0535,Phoenix,White,phoenix.white535@outlook.com,Any,1151,40,I need assistance with billing,slow,random,15423,high,premium,135,simple,beginner,2,3,44,purchase
536,Casey_Rivera_0536,Casey,Rivera,casey.rivera536@client.biz,Server_B,1376,10,There's an error in my order,slow,positive,39273,medium,new,434,simple,intermediate,5,2,46,information
537,Jesse_Thompson_0537,Jesse,Thompson,jesse.thompson537@sample.co,Any,982,5,I'm having trouble accessing my data,slow,neutral,76011,low,returning,504,complex,advanced,2,3,14,technical
538,Henry_Gonzalez_0538,Henry,Gonzalez,henry.gonzalez538@outlook.com,Any,395,24,I have a complaint about the service,quick,positive,13228,low,returning,461,simple,beginner,4,2,7,technical
539,Taylor_Flores_0539,Taylor,Flores,taylor.flores539@hotmail.com,Any,768,44,I need help with configuration,quick,neutral,28814,high,new,397,complex,advanced,5,2,7,technical
540,Olivia_Davis_0540,Olivia,Davis,olivia.davis540@hotmail.com,Any,1491,31,There's an error in my order,random,positive,16583,high,new,512,medium,beginner,3,2,24,support
541,Tina_Baker_0541,Tina,Baker,tina.baker541@client.biz,Server_A,241,20,I want to cancel my subscription,random,negative,18850,high,returning,440,simple,beginner,5,1,13,complaint
542,Noah_Perez_0542,Noah,Perez,noah.perez542@sample.co,Any,1104,9,I have a question about your service,medium,neutral,16553,medium,returning,402,simple,advanced,5,3,55,complaint
543,Nico_Flores_0543,Nico,Flores,nico.flores543@company.com,Server_A,541,23,There's an error in my order,random,positive,37578,high,returning,530,medium,advanced,5,1,49,purchase
544,Morgan_King_0544,Morgan,King,morgan.king544@test.net,Server_C,1611,47,I want to upgrade my plan,medium,positive,83645,high,new,74,medium,beginner,4,2,48,information
545,Unique_Hernandez_0545,Unique,Hernandez,unique.hernandez545@client.biz,Any,1688,44,My account is not working properly,quick,negative,11877,low,premium,248,medium,intermediate,3,3,17,technical
546,Finley_Hernandez_0546,Finley,Hernandez,finley.hernandez546@company.com,Any,1242,10,There's an error in my order,slow,neutral,47417,low,premium,214,simple,advanced,2,1,16,complaint
547,Ivy_Robinson_0547,Ivy,Robinson,ivy.robinson547@company.com,Any,1470,45,I need assistance with billing,medium,neutral,31901,low,premium,215,medium,beginner,3,3,45,complaint
548,Jack_Wilson_0548,Jack,Wilson,jack.wilson548@sample.co,Any,940,38,Can you check my account status?,slow,random,12278,low,returning,146,complex,intermediate,4,3,33,support
549,Yara_Johnson_0549,Yara,Johnson,yara.johnson549@test.net,Server_C,936,21,"Hello, I need help with my account",random,negative,52426,high,premium,151,complex,advanced,3,1,7,information
550,Zoe_Smith_0550,Zoe,Smith,zoe.smith550@demo.io,Any,1272,12,I have a question about your service,slow,positive,74868,high,new,33,complex,advanced,2,3,35,complaint
551,Blake_Jackson_0551,Blake,Jackson,blake.jackson551@test.net,Server_C,373,50,Can you check my account status?,medium,random,43265,medium,new,204,simple,intermediate,4,2,55,purchase
552,Karen_Wilson_0552,Karen,Wilson,karen.wilson552@gmail.com,Server_C,1249,6,I need assistance with billing,medium,negative,29141,high,returning,30,simple,advanced,3,3,14,support
553,Finley_Flores_0553,Finley,Flores,finley.flores553@sample.co,Server_A,420,25,Can you help me with a technical issue?,quick,positive,75719,high,new,323,complex,beginner,3,1,29,technical
554,Uma_Sanchez_0554,Uma,Sanchez,uma.sanchez554@company.com,Server_B,1063,50,I want to upgrade my plan,random,negative,65557,high,returning,301,complex,intermediate,5,2,44,support
555,Jesse_Taylor_0555,Jesse,Taylor,jesse.taylor555@test.net,Server_A,1608,40,Can you check my account status?,random,random,78749,high,new,501,complex,beginner,5,3,6,information
556,Bob_Hall_0556,Bob,Hall,bob.hall556@gmail.com,Server_C,549,48,I want to upgrade my plan,random,random,24382,low,premium,66,simple,beginner,4,3,28,purchase
557,Sam_Thompson_0557,Sam,Thompson,sam.thompson557@gmail.com,Server_C,1764,40,Can you check my account status?,slow,random,77051,medium,returning,250,medium,beginner,5,3,40,complaint
558,Jack_Taylor_0558,Jack,Taylor,jack.taylor558@demo.io,Any,1188,10,I have a question about your service,medium,random,40276,high,premium,498,medium,intermediate,3,2,15,information
559,Noah_White_0559,Noah,White,noah.white559@example.org,Server_B,643,34,Can you provide more information?,quick,negative,40451,low,new,133,complex,advanced,3,3,24,purchase
560,River_Robinson_0560,River,Robinson,river.robinson560@sample.co,Server_C,201,46,Can you check my account status?,random,random,86372,high,new,200,complex,intermediate,4,2,31,complaint
561,Jesse_Rivera_0561,Jesse,Rivera,jesse.rivera561@outlook.com,Server_C,778,48,There's an error in my order,quick,negative,23415,medium,returning,127,simple,beginner,4,2,13,technical
562,Diana_Perez_0562,Diana,Perez,diana.perez562@hotmail.com,Any,336,40,I need help with integration,random,negative,81937,medium,premium,462,complex,intermediate,5,1,43,purchase
563,Grace_Wright_0563,Grace,Wright,grace.wright563@client.biz,Server_C,546,27,I want to cancel my subscription,medium,random,51435,medium,premium,553,simple,intermediate,3,2,47,complaint
564,Olivia_Martinez_0564,Olivia,Martinez,olivia.martinez564@outlook.com,Server_C,1355,29,Can you help me with a technical issue?,slow,neutral,5720,low,returning,140,simple,intermediate,4,3,19,purchase
565,Indigo_Nguyen_0565,Indigo,Nguyen,indigo.nguyen565@hotmail.com,Server_B,1706,44,There's a bug in the application,medium,neutral,43701,medium,returning,473,medium,intermediate,3,2,41,purchase
566,Ivy_Flores_0566,Ivy,Flores,ivy.flores566@demo.io,Server_C,1057,10,I want to cancel my subscription,slow,neutral,73954,low,returning,378,medium,advanced,5,2,9,purchase
567,Indigo_Brown_0567,Indigo,Brown,indigo.brown567@client.biz,Server_A,563,46,"Hello, I need help with my account",quick,negative,6374,medium,premium,262,medium,advanced,3,2,23,technical
568,Casey_Miller_0568,Casey,Miller,casey.miller568@sample.co,Server_C,1575,26,"Hello, I need help with my account",quick,positive,32816,medium,returning,280,simple,beginner,3,2,41,information
569,Karen_Taylor_0569,Karen,Taylor,karen.taylor569@yahoo.com,Any,422,42,I need training on how to use this,medium,random,73742,high,premium,530,complex,beginner,5,3,24,technical
570,Bob_Perez_0570,Bob,Perez,bob.perez570@hotmail.com,Server_C,266,13,I want to upgrade my plan,slow,random,62561,low,new,301,simple,advanced,3,1,48,support
571,Diana_Scott_0571,Diana,Scott,diana.scott571@test.net,Server_A,1277,7,Can you check my account status?,slow,negative,44317,medium,new,374,complex,advanced,2,3,43,technical
572,Morgan_Lee_0572,Morgan,Lee,morgan.lee572@client.biz,Server_B,279,29,There's a bug in the application,random,neutral,73156,medium,premium,537,medium,advanced,2,1,32,complaint
573,Phoenix_Lewis_0573,Phoenix,Lewis,phoenix.lewis573@demo.io,Any,1365,44,I want to cancel my subscription,quick,positive,9264,low,premium,429,medium,advanced,5,2,38,complaint
574,Bob_Anderson_0574,Bob,Anderson,bob.anderson574@company.com,Any,655,50,Can you help me with a technical issue?,quick,random,81001,low,new,145,simple,advanced,2,3,26,complaint
575,Alex_Martin_0575,Alex,Martin,alex.martin575@hotmail.com,Server_C,1783,18,I need help with configuration,random,random,32874,medium,premium,220,simple,beginner,4,1,36,technical
576,Frank_Adams_0576,Frank,Adams,frank.adams576@client.biz,Server_A,251,20,I have a complaint about the service,random,random,35503,high,premium,531,complex,intermediate,4,1,13,support
577,Zoe_Young_0577,Zoe,Young,zoe.young577@outlook.com,Server_A,1522,33,I need help with integration,quick,positive,67903,high,returning,124,simple,beginner,4,3,47,support
578,Eve_Davis_0578,Eve,Davis,eve.davis578@demo.io,Server_C,671,47,I have a question about your service,random,neutral,26206,high,new,396,simple,intermediate,2,1,36,complaint
579,Indigo_Hill_0579,Indigo,Hill,indigo.hill579@example.org,Server_C,1261,44,I have a question about your service,medium,neutral,41578,low,returning,119,complex,intermediate,5,1,33,information
580,Wendy_Mitchell_0580,Wendy,Mitchell,wendy.mitchell580@example.org,Server_A,590,17,I'm experiencing problems with login,quick,negative,39204,low,returning,596,medium,advanced,2,3,14,support
581,Blake_Wilson_0581,Blake,Wilson,blake.wilson581@outlook.com,Server_A,1063,23,My account is not working properly,quick,positive,41939,medium,new,40,simple,beginner,4,3,28,technical
582,Ivy_Moore_0582,Ivy,Moore,ivy.moore582@company.com,Server_A,1510,27,Could you explain how this feature works?,quick,negative,54728,high,new,400,complex,advanced,2,2,41,technical
583,Jack_Anderson_0583,Jack,Anderson,jack.anderson583@yahoo.com,Server_C,272,41,The system is running slowly,medium,neutral,1059,medium,returning,37,simple,advanced,4,2,38,technical
584,Jesse_Perez_0584,Jesse,Perez,jesse.perez584@company.com,Server_B,176,33,I need help with integration,quick,random,8477,medium,new,33,medium,beginner,5,3,20,information
585,Grace_Hall_0585,Grace,Hall,grace.hall585@example.org,Any,1264,14,My account is not working properly,slow,random,48746,low,premium,493,simple,intermediate,4,1,28,information
586,Alex_Wilson_0586,Alex,Wilson,alex.wilson586@example.org,Server_B,1526,48,I want to upgrade my plan,quick,neutral,43691,low,returning,109,medium,intermediate,4,3,34,information
587,Morgan_Moore_0587,Morgan,Moore,morgan.moore587@yahoo.com,Server_A,336,38,My account is not working properly,medium,neutral,58638,medium,new,468,complex,intermediate,3,3,22,technical
588,Finley_Rodriguez_0588,Finley,Rodriguez,finley.rodriguez588@company.com,Server_C,281,28,Can you help me with a technical issue?,quick,neutral,7980,low,returning,494,simple,beginner,3,3,7,purchase
589,Gray_Rodriguez_0589,Gray,Rodriguez,gray.rodriguez589@example.org,Server_C,930,12,I have a complaint about the service,medium,negative,65137,medium,new,505,medium,beginner,2,2,18,purchase
590,Ruby_Flores_0590,Ruby,Flores,ruby.flores590@demo.io,Any,1687,30,Could you explain how this feature works?,random,negative,38245,low,premium,425,medium,advanced,3,1,11,technical
591,Victor_White_0591,Victor,White,victor.white591@client.biz,Server_B,737,5,Can you provide more information?,medium,random,31304,low,new,293,complex,intermediate,5,3,11,information
592,Frank_Hernandez_0592,Frank,Hernandez,frank.hernandez592@client.biz,Server_A,1348,28,Can you help me reset my password?,quick,neutral,25624,low,returning,555,complex,advanced,4,3,55,purchase
593,Frank_Young_0593,Frank,Young,frank.young593@hotmail.com,Server_B,1712,29,I need help with configuration,random,neutral,60456,low,premium,322,medium,advanced,3,2,19,technical
594,Bob_Allen_0594,Bob,Allen,bob.allen594@test.net,Any,1658,14,I want to cancel my subscription,slow,negative,58754,high,returning,287,complex,intermediate,2,1,30,complaint
595,Oakley_Wilson_0595,Oakley,Wilson,oakley.wilson595@test.net,Any,778,10,I need training on how to use this,medium,random,39974,medium,returning,108,complex,intermediate,3,3,11,purchase
596,Peter_Nelson_0596,Peter,Nelson,peter.nelson596@test.net,Any,463,25,I need assistance with billing,medium,neutral,37519,medium,premium,239,simple,beginner,4,3,12,complaint
597,Alex_Sanchez_0597,Alex,Sanchez,alex.sanchez597@yahoo.com,Server_C,1175,40,I need help with integration,random,negative,61337,high,new,262,simple,intermediate,2,1,41,information
598,Taylor_Moore_0598,Taylor,Moore,taylor.moore598@hotmail.com,Server_C,1368,15,Can you provide more information?,slow,random,36749,medium,premium,489,complex,beginner,4,1,44,support
599,Eve_Brown_0599,Eve,Brown,eve.brown599@yahoo.com,Any,1628,9,Can you provide more information?,medium,random,45653,high,returning,117,medium,advanced,3,3,31,complaint
600,Casey_Rodriguez_0600,Casey,Rodriguez,casey.rodriguez600@yahoo.com,Any,1423,43,Can you help me reset my password?,medium,neutral,81454,medium,new,141,complex,advanced,4,1,24,complaint
601,Harper_Hill_0601,Harper,Hill,harper.hill601@client.biz,Server_A,262,26,I'm having trouble accessing my data,medium,random,85559,medium,new,149,complex,beginner,4,3,56,purchase
602,Grace_Baker_0602,Grace,Baker,grace.baker602@hotmail.com,Any,882,12,I want to upgrade my plan,random,neutral,53090,medium,premium,278,simple,advanced,2,1,46,purchase
603,Tina_Wilson_0603,Tina,Wilson,tina.wilson603@company.com,Server_A,681,9,I want to upgrade my plan,random,random,20344,high,returning,325,medium,beginner,3,3,60,purchase
604,Kendall_Hall_0604,Kendall,Hall,kendall.hall604@demo.io,Server_C,1496,40,I need help with configuration,quick,random,80322,low,premium,318,medium,advanced,3,2,45,purchase
605,Leo_Green_0605,Leo,Green,leo.green605@demo.io,Server_A,629,25,Could you explain how this feature works?,slow,random,81727,high,premium,447,simple,advanced,2,1,11,support
606,River_Hill_0606,River,Hill,river.hill606@example.org,Any,908,17,"Hello, I need help with my account",quick,neutral,77059,medium,new,399,medium,beginner,3,3,34,support
607,Morgan_Nelson_0607,Morgan,Nelson,morgan.nelson607@gmail.com,Any,377,48,I have a complaint about the service,quick,neutral,69135,medium,returning,405,medium,intermediate,4,2,44,purchase
608,Oakley_Taylor_0608,Oakley,Taylor,oakley.taylor608@yahoo.com,Server_B,1667,38,Could you explain how this feature works?,random,random,68202,medium,premium,338,medium,advanced,4,2,11,information
609,Grace_Wright_0609,Grace,Wright,grace.wright609@yahoo.com,Server_A,199,14,Can you check my account status?,quick,neutral,79006,high,returning,273,complex,beginner,5,3,54,purchase
610,River_Martinez_0610,River,Martinez,river.martinez610@sample.co,Server_B,987,48,I need help with integration,slow,negative,6911,medium,premium,468,medium,intermediate,3,2,56,information
611,Yara_Garcia_0611,Yara,Garcia,yara.garcia611@company.com,Server_B,1579,31,I have a question about your service,slow,neutral,66534,low,returning,471,medium,advanced,3,3,32,support
612,Tina_Miller_0612,Tina,Miller,tina.miller612@hotmail.com,Server_C,586,17,I need help with integration,medium,positive,32138,high,returning,107,medium,beginner,2,1,33,information
613,Diana_Sanchez_0613,Diana,Sanchez,diana.sanchez613@gmail.com,Server_A,1087,45,I have a question about your service,medium,negative,79018,low,premium,74,complex,intermediate,2,2,5,support
614,Uma_Hill_0614,Uma,Hill,uma.hill614@gmail.com,Any,1401,30,I need training on how to use this,quick,random,48353,high,premium,326,medium,advanced,3,1,19,technical
615,Blake_Adams_0615,Blake,Adams,blake.adams615@client.biz,Any,978,33,I need help with configuration,slow,neutral,20854,high,new,455,medium,advanced,5,3,23,information
616,Diana_Lewis_0616,Diana,Lewis,diana.lewis616@example.org,Server_A,930,14,The system is running slowly,medium,negative,53316,medium,new,213,complex,intermediate,3,1,21,information
617,Charlie_Martin_0617,Charlie,Martin,charlie.martin617@example.org,Server_B,107,37,Can you check my account status?,random,negative,36910,low,new,300,medium,intermediate,2,1,16,technical
618,Lane_Lewis_0618,Lane,Lewis,lane.lewis618@test.net,Any,1169,47,I need help with configuration,random,negative,12642,medium,new,309,simple,advanced,4,3,21,support
619,Finley_Jones_0619,Finley,Jones,finley.jones619@client.biz,Server_A,67,15,There's an error in my order,slow,random,19965,low,returning,105,complex,beginner,3,3,32,technical
620,Nico_Lewis_0620,Nico,Lewis,nico.lewis620@client.biz,Server_A,411,43,I want to cancel my subscription,random,negative,29480,medium,new,577,complex,advanced,3,3,12,information
621,Sam_Campbell_0621,Sam,Campbell,sam.campbell621@example.org,Any,1579,46,I need assistance with billing,random,positive,30902,low,new,243,simple,advanced,5,1,14,information
622,Charlie_Martinez_0622,Charlie,Martinez,charlie.martinez622@example.org,Server_B,921,22,I need help with integration,medium,neutral,48928,low,new,209,simple,beginner,3,3,55,technical
623,Noah_Anderson_0623,Noah,Anderson,noah.anderson623@company.com,Server_B,651,50,There's an error in my order,random,positive,21089,medium,new,502,simple,advanced,5,3,48,information
624,Morgan_Allen_0624,Morgan,Allen,morgan.allen624@outlook.com,Server_B,430,9,Can you check my account status?,random,negative,69082,medium,returning,78,medium,advanced,5,1,30,technical
625,Nico_Johnson_0625,Nico,Johnson,nico.johnson625@example.org,Server_A,1565,41,Can you help me with a technical issue?,quick,neutral,81751,high,new,322,medium,advanced,2,2,53,support
626,Sam_Taylor_0626,Sam,Taylor,sam.taylor626@gmail.com,Server_B,513,32,Can you check my account status?,slow,negative,25783,medium,new,128,simple,beginner,3,1,27,complaint
627,Henry_Hernandez_0627,Henry,Hernandez,henry.hernandez627@gmail.com,Server_C,604,39,I have a complaint about the service,quick,neutral,33840,medium,new,389,simple,intermediate,2,1,38,information
628,Alice_Anderson_0628,Alice,Anderson,alice.anderson628@outlook.com,Server_A,829,32,There's a bug in the application,medium,negative,22959,low,premium,498,complex,beginner,3,3,47,support
629,Jesse_Perez_0629,Jesse,Perez,jesse.perez629@sample.co,Server_A,1379,20,I want to cancel my subscription,random,neutral,1460,high,new,260,simple,beginner,2,2,41,information
630,Grace_White_0630,Grace,White,grace.white630@company.com,Server_B,413,39,I need training on how to use this,medium,random,68372,low,premium,234,medium,intermediate,2,3,50,support
631,Nico_Garcia_0631,Nico,Garcia,nico.garcia631@sample.co,Server_A,1482,23,"Hello, I need help with my account",random,positive,35606,high,returning,369,medium,advanced,4,2,26,support
632,River_Hall_0632,River,Hall,river.hall632@client.biz,Any,1250,17,Can you provide more information?,random,positive,1808,medium,premium,590,simple,beginner,5,2,38,technical
633,Morgan_Wilson_0633,Morgan,Wilson,morgan.wilson633@hotmail.com,Server_C,688,21,Could you explain how this feature works?,quick,random,85191,medium,new,362,simple,beginner,2,1,19,complaint
634,Unique_Taylor_0634,Unique,Taylor,unique.taylor634@outlook.com,Server_C,620,16,Can you check my account status?,medium,positive,1802,low,returning,267,simple,intermediate,5,1,27,complaint
635,Finley_Torres_0635,Finley,Torres,finley.torres635@example.org,Server_B,622,12,Can you help me reset my password?,random,positive,19341,low,returning,48,medium,advanced,2,1,45,technical
636,Diana_Hernandez_0636,Diana,Hernandez,diana.hernandez636@outlook.com,Server_C,1546,41,I need help with configuration,medium,negative,74582,high,returning,244,simple,intermediate,3,1,37,support
637,Indigo_Jackson_0637,Indigo,Jackson,indigo.jackson637@hotmail.com,Server_B,1600,34,There's a bug in the application,quick,neutral,10583,medium,premium,372,simple,advanced,3,2,60,information
638,Frank_Nelson_0638,Frank,Nelson,frank.nelson638@test.net,Any,1432,41,Can you check my account status?,quick,positive,45295,high,returning,153,simple,beginner,2,2,19,complaint
639,Casey_Lee_0639,Casey,Lee,casey.lee639@test.net,Any,1625,23,I have a complaint about the service,quick,negative,29693,high,premium,519,complex,intermediate,3,2,28,complaint
640,Henry_Robinson_0640,Henry,Robinson,henry.robinson640@company.com,Server_B,1560,27,I want to cancel my subscription,medium,negative,2160,high,new,124,complex,intermediate,3,3,43,complaint
641,Oakley_Young_0641,Oakley,Young,oakley.young641@gmail.com,Server_A,1455,32,I have a question about your service,medium,random,44907,low,returning,87,medium,beginner,5,2,8,support
642,Grace_Wilson_0642,Grace,Wilson,grace.wilson642@demo.io,Server_C,253,30,I need training on how to use this,medium,random,11123,high,premium,48,complex,intermediate,5,3,8,technical
643,Blake_Moore_0643,Blake,Moore,blake.moore643@demo.io,Any,627,35,I need help with configuration,medium,neutral,39923,high,premium,342,medium,advanced,2,3,47,support
644,Peter_Young_0644,Peter,Young,peter.young644@client.biz,Server_C,885,24,Can you check my account status?,medium,random,38481,low,premium,538,complex,beginner,2,3,15,purchase
645,Diana_Lee_0645,Diana,Lee,diana.lee645@company.com,Server_B,856,12,I want to cancel my subscription,random,neutral,40707,high,premium,572,medium,intermediate,5,2,19,support
646,Alice_Moore_0646,Alice,Moore,alice.moore646@outlook.com,Server_A,246,48,Can you provide more information?,quick,positive,71494,high,premium,537,simple,intermediate,3,1,46,information
647,Leo_Martinez_0647,Leo,Martinez,leo.martinez647@gmail.com,Server_A,837,50,I have a question about your service,slow,random,6946,medium,new,594,simple,advanced,5,3,30,technical
648,Jack_Smith_0648,Jack,Smith,jack.smith648@example.org,Any,878,16,I need training on how to use this,medium,positive,20044,high,new,569,medium,intermediate,3,1,27,technical
649,Karen_Miller_0649,Karen,Miller,karen.miller649@yahoo.com,Any,65,42,Can you help me reset my password?,medium,random,71135,high,new,464,simple,beginner,5,2,27,technical
650,Victor_Ramirez_0650,Victor,Ramirez,victor.ramirez650@hotmail.com,Any,1177,20,Could you explain how this feature works?,random,neutral,54050,medium,new,43,complex,advanced,5,1,22,purchase
651,Ivy_Hall_0651,Ivy,Hall,ivy.hall651@example.org,Server_C,772,48,There's a bug in the application,slow,positive,66684,low,returning,266,complex,intermediate,4,3,51,information
652,Diana_Garcia_0652,Diana,Garcia,diana.garcia652@company.com,Server_C,1238,27,Can you help me with a technical issue?,slow,positive,62653,medium,premium,181,complex,intermediate,5,1,14,technical
653,Nico_Thomas_0653,Nico,Thomas,nico.thomas653@example.org,Server_B,1309,32,There's a bug in the application,medium,positive,72604,high,new,186,simple,intermediate,2,1,50,information
654,Oakley_Gonzalez_0654,Oakley,Gonzalez,oakley.gonzalez654@hotmail.com,Server_C,1725,24,I'm experiencing problems with login,medium,positive,75103,low,returning,408,medium,beginner,3,2,46,information
655,Oakley_Robinson_0655,Oakley,Robinson,oakley.robinson655@sample.co,Any,651,45,Can you help me reset my password?,medium,random,69961,high,premium,224,medium,advanced,2,3,39,technical
656,Henry_Flores_0656,Henry,Flores,henry.flores656@sample.co,Server_C,1181,23,Can you check my account status?,slow,random,30712,medium,premium,140,simple,beginner,5,1,20,purchase
657,Grace_Mitchell_0657,Grace,Mitchell,grace.mitchell657@outlook.com,Server_B,1575,41,I need help with configuration,slow,negative,58844,high,new,229,medium,advanced,4,2,38,complaint
658,Ruby_Lopez_0658,Ruby,Lopez,ruby.lopez658@hotmail.com,Any,699,32,I need training on how to use this,slow,random,43098,low,premium,474,complex,advanced,4,2,16,technical
659,Wendy_Adams_0659,Wendy,Adams,wendy.adams659@example.org,Server_C,92,14,I have a question about your service,quick,neutral,7780,high,new,529,complex,advanced,3,2,44,purchase
